strategy,query,rank,chunk_id,port,date,distance,auto_relevance_0_2,manual_relevance_0_2
A,What evidence indicates congestion pressure at LVVNT on Fridays in 2021?,5,A_PC_209531000_2021-01-04T06-46-26_LVVNT_portcall,LVVNT,2021-01-04,0.7131104469299316,1,
A,Show representative tanker-related events for LVVNT around 2021-01-03.,1,A_PC_538002614_2021-01-03T17-46-58_LVVNT_portcall,LVVNT,2021-01-03,0.387355201107635,1,
A,Show representative tanker-related events for LVVNT around 2021-01-03.,2,A_PC_538003490_2021-01-03T05-17-45_LVVNT_portcall,LVVNT,2021-01-03,0.47287481315015656,1,
B,Describe vessel arrivals at Ventspils (LVVNT) on 2021-01-01 and mention dwell anomalies.,1,B_SUM_LVVNT_2021-01-01,LVVNT,2021-01-01,0.36986847509546117,2,
B,List AIS incident-like position jumps for MMSI events around 2021-01-01.,1,B_SUM_SENCS_2021-01-02,SENCS,2021-01-02,0.6436557769775391,1,
B,List AIS incident-like position jumps for MMSI events around 2021-01-01.,2,B_SUM_SEMMA_2021-01-01,SEMMA,2021-01-01,0.6650426983833313,1,
B,List AIS incident-like position jumps for MMSI events around 2021-01-01.,3,B_SUM_SENRK_2021-01-01,SENRK,2021-01-01,0.6722804307937622,1,
B,List AIS incident-like position jumps for MMSI events around 2021-01-01.,4,B_SUM_SESUS_2021-01-02,SESUS,2021-01-02,0.682161808013916,1,
B,List AIS incident-like position jumps for MMSI events around 2021-01-01.,5,B_SUM_SESLI_2021-01-01,SESLI,2021-01-01,0.6847360730171204,1,
B,Were there unusual dwell-time outliers at LVVNT during January 2021?,1,B_SUM_LVVNT_2021-01-01,LVVNT,2021-01-01,0.5280442149079648,2,
B,Were there unusual dwell-time outliers at LVVNT during January 2021?,2,B_SUM_LVVNT_2021-01-03,LVVNT,2021-01-03,0.5407864312107049,2,
B,Summarize route activity from LVVNT to SEKOG style destinations in early 2021.,1,B_SUM_LVVNT_2021-01-04,LVVNT,2021-01-04,0.5649993869783401,1,
B,Summarize route activity from LVVNT to SEKOG style destinations in early 2021.,2,B_SUM_LVVNT_2021-01-01,LVVNT,2021-01-01,0.5691818053839519,1,
B,Summarize route activity from LVVNT to SEKOG style destinations in early 2021.,3,B_SUM_LVVNT_2021-01-03,LVVNT,2021-01-03,0.5996630765398161,1,
B,What evidence indicates congestion pressure at LVVNT on Fridays in 2021?,1,B_SUM_LVVNT_2021-01-01,LVVNT,2021-01-01,0.5907414555837277,1,
B,What evidence indicates congestion pressure at LVVNT on Fridays in 2021?,2,B_SUM_LVVNT_2021-01-04,LVVNT,2021-01-04,0.599648003987389,1,
B,What evidence indicates congestion pressure at LVVNT on Fridays in 2021?,3,B_SUM_LVVNT_2021-01-03,LVVNT,2021-01-03,0.6134997186053599,1,
C,Describe vessel arrivals at Ventspils (LVVNT) on 2021-01-01 and mention dwell anomalies.,1,C_WIN_LVVNT_0_2021-01-01,LVVNT,2021-01-01,0.38803658982713507,2,
C,List AIS incident-like position jumps for MMSI events around 2021-01-01.,1,C_WIN_SESTE_0_2021-01-01,SESTE,2021-01-01,0.6680406332015991,1,
C,List AIS incident-like position jumps for MMSI events around 2021-01-01.,2,C_WIN_SEMMA_0_2021-01-01,SEMMA,2021-01-01,0.6683347225189209,1,
C,List AIS incident-like position jumps for MMSI events around 2021-01-01.,3,C_WIN_SENCS_0_2021-01-02,SENCS,2021-01-02,0.6709873676300049,1,
C,List AIS incident-like position jumps for MMSI events around 2021-01-01.,4,C_WIN_SENRK_0_2021-01-01,SENRK,2021-01-01,0.6715099811553955,1,
C,List AIS incident-like position jumps for MMSI events around 2021-01-01.,5,C_WIN_SESLI_0_2021-01-01,SESLI,2021-01-01,0.6793603897094727,1,
C,Were there unusual dwell-time outliers at LVVNT during January 2021?,1,C_WIN_LVVNT_0_2021-01-01,LVVNT,2021-01-01,0.47614404500681007,1,
C,Summarize route activity from LVVNT to SEKOG style destinations in early 2021.,1,C_WIN_LVVNT_0_2021-01-01,LVVNT,2021-01-01,0.6316592045323017,1,
C,Summarize route activity from LVVNT to SEKOG style destinations in early 2021.,2,C_WIN_LVVNT_5_2021-01-03,LVVNT,2021-01-03,0.633776594437848,1,
C,What evidence indicates congestion pressure at LVVNT on Fridays in 2021?,1,C_WIN_LVVNT_0_2021-01-01,LVVNT,2021-01-01,0.5632382587265254,1,
C,What evidence indicates congestion pressure at LVVNT on Fridays in 2021?,2,C_WIN_LVVNT_5_2021-01-03,LVVNT,2021-01-03,0.5698953930145987,1,
